date_range_start,cluster,cdi,population,cdi_per_capita
2019-03-04 00:00:00-05:00,2,69916.00093555741,2115896,0.033043212395863227
2019-03-04 00:00:00-05:00,3,86308.14876053855,2763460,0.03123191533821316
2019-03-11 00:00:00-04:00,0,50883.16406577122,1523534,0.033398115214869656
2019-03-11 00:00:00-04:00,1,70575.18645303881,2016402,0.03500055368574263
2019-03-11 00:00:00-04:00,2,70623.30738029802,2115896,0.033377494631256936
2019-03-11 00:00:00-04:00,3,88137.93437797371,2763460,0.0318940510729208
2019-03-18 00:00:00-04:00,0,53138.24913155026,1523534,0.0348782824220203
2019-03-18 00:00:00-04:00,1,74247.00211578778,2016402,0.03682152770915114
2019-03-18 00:00:00-04:00,2,73716.24147022291,2115896,0.034839255554253566
2019-03-18 00:00:00-04:00,3,91250.15844055188,2763460,0.033020256649472716
2019-03-25 00:00:00-04:00,0,55331.45911225921,1523534,0.03631783676127951
2019-03-25 00:00:00-04:00,1,77750.23417404825,2016402,0.038558895584336984
2019-03-25 00:00:00-04:00,2,76833.35363230512,2115896,0.03631244334896664
2019-03-25 00:00:00-04:00,3,95158.71398134553,2763460,0.034434626874043965
2019-04-01 00:00:00-04:00,0,57919.017335381875,1523534,0.0380162289357388
2019-04-01 00:00:00-04:00,1,82133.65297351617,2016402,0.040732776982722776
2019-04-01 00:00:00-04:00,2,79945.91341981046,2115896,0.037783479632179685
2019-04-01 00:00:00-04:00,3,100734.69824998369,2763460,0.03645238152532827
2019-04-08 00:00:00-04:00,0,57581.12990856718,1523534,0.037794450211526075
2019-04-08 00:00:00-04:00,1,80050.90766955972,2016402,0.039699875158604146
2019-04-08 00:00:00-04:00,2,79805.93273176628,2115896,0.03771732293636657
2019-04-08 00:00:00-04:00,3,99541.5879365242,2763460,0.03602063642554052
2019-04-15 00:00:00-04:00,0,58557.31669108682,1523534,0.038435188641071885
2019-04-15 00:00:00-04:00,1,78992.88133218185,2016402,0.03917516513680399
2019-04-15 00:00:00-04:00,2,81807.02412831227,2115896,0.038663064785940456
2019-04-15 00:00:00-04:00,3,99671.54833544986,2763460,0.03606766457102684
2019-04-22 00:00:00-04:00,0,59301.77212601319,1523534,0.03892382587196164
2019-04-22 00:00:00-04:00,1,77734.33664824396,2016402,0.03855101147898284
2019-04-22 00:00:00-04:00,2,82817.08880484325,2115896,0.039140434503795674
2019-04-22 00:00:00-04:00,3,100084.83346684874,2763460,0.03621721807692123
2019-04-29 00:00:00-04:00,0,59364.1650458519,1523534,0.03896477863037641
2019-04-29 00:00:00-04:00,1,76684.11877701234,2016402,0.03803017393208911
2019-04-29 00:00:00-04:00,2,82757.43131860752,2115896,0.03911223959901976
2019-04-29 00:00:00-04:00,3,100249.87266532381,2763460,0.036276940019151285
2019-05-06 00:00:00-04:00,0,58662.02567349045,1523534,0.0385039163376009
2019-05-06 00:00:00-04:00,1,75538.28612390612,2016402,0.0374619178734727
2019-05-06 00:00:00-04:00,2,81821.75600274657,2115896,0.038670027261617106
2019-05-06 00:00:00-04:00,3,99953.10746358355,2763460,0.03616955102067103
2019-05-13 00:00:00-04:00,0,58686.82481034311,1523534,0.03852019371431364
2019-05-13 00:00:00-04:00,1,75308.55446970588,2016402,0.03734798639839966
2019-05-13 00:00:00-04:00,2,81509.82324971921,2115896,0.03852260378096051
2019-05-13 00:00:00-04:00,3,100807.06467559618,2763460,0.03647856841625939
2019-05-20 00:00:00-04:00,0,58102.45613074574,1523534,0.03813663241565055
2019-05-20 00:00:00-04:00,1,73380.2790694849,2016402,0.03639169127459945
2019-05-20 00:00:00-04:00,2,80610.01657966051,2115896,0.03809734343259807
2019-05-20 00:00:00-04:00,3,99026.85104035377,2763460,0.03583437105670202
2019-05-27 00:00:00-04:00,0,57385.3732073302,1523534,0.037665961644000205
2019-05-27 00:00:00-04:00,1,73441.06332616684,2016402,0.03642183618453406
2019-05-27 00:00:00-04:00,2,79175.61669427782,2115896,0.037419427369907506
2019-05-27 00:00:00-04:00,3,99423.40951830414,2763460,0.03597787176883477
2019-06-03 00:00:00-04:00,0,57265.48715773678,1523534,0.03758727219591868
2019-06-03 00:00:00-04:00,1,73872.25693189309,2016402,0.03663567926033256
2019-06-03 00:00:00-04:00,2,78358.07778353104,2115896,0.03703304783577787
2019-06-03 00:00:00-04:00,3,100736.49593381556,2763460,0.036453032044544
2019-06-10 00:00:00-04:00,0,55160.00433539751,1523534,0.03620529921576907
2019-06-10 00:00:00-04:00,1,71328.8559209685,2016402,0.03537432313644229
2019-06-10 00:00:00-04:00,2,75510.65803203107,2115896,0.03568732018588393
2019-06-10 00:00:00-04:00,3,99040.02476599337,2763460,0.03583913816953869
2019-06-17 00:00:00-04:00,0,54816.896764333746,1523534,0.03598009415236795
2019-06-17 00:00:00-04:00,1,72124.01104482464,2016402,0.035768666686912955
2019-06-17 00:00:00-04:00,2,75648.35937651306,2115896,0.03575239963425096
2019-06-17 00:00:00-04:00,3,99412.48200686206,2763460,0.0359739174827434
2019-06-24 00:00:00-04:00,0,54562.21569195522,1523534,0.03581292947315599
2019-06-24 00:00:00-04:00,1,71606.81722526667,2016402,0.035512173279567606
2019-06-24 00:00:00-04:00,2,75183.27660996435,2115896,0.0355325954630872
2019-06-24 00:00:00-04:00,3,99065.19143782365,2763460,0.035848245112222954
2019-07-01 00:00:00-04:00,0,54069.22400861426,1523534,0.035489345172877176
2019-07-01 00:00:00-04:00,1,71806.0059833313,2016402,0.03561095752897057
2019-07-01 00:00:00-04:00,2,74779.32181532124,2115896,0.03534168116737364
2019-07-01 00:00:00-04:00,3,98399.64993954879,2763460,0.03560740880618818
2019-07-08 00:00:00-04:00,0,54064.28285635543,1523534,0.035486101955293045
2019-07-08 00:00:00-04:00,1,72115.88423222165,2016402,0.03576463633353947
2019-07-08 00:00:00-04:00,2,75140.2573714086,2115896,0.0355122640108061
2019-07-08 00:00:00-04:00,3,98975.14065261316,2763460,0.035815658867004836
2019-07-15 00:00:00-04:00,0,53704.96414299975,1523534,0.03525025640582997
2019-07-15 00:00:00-04:00,1,70922.8749325797,2016402,0.035172983825933375
2019-07-15 00:00:00-04:00,2,74790.07674355197,2115896,0.03534676408649195
2019-07-15 00:00:00-04:00,3,98248.16094053749,2763460,0.03555259020956971
2019-07-22 00:00:00-04:00,0,52019.47211765413,1523534,0.03414395223057321
2019-07-22 00:00:00-04:00,1,67938.45553025452,2016402,0.03369291219223871
2019-07-22 00:00:00-04:00,2,72824.05250782713,2115896,0.03441759543372034
2019-07-22 00:00:00-04:00,3,95444.37220563853,2763460,0.034537996643931354
2019-07-29 00:00:00-04:00,0,52402.96950708418,1523534,0.0343956679057272
2019-07-29 00:00:00-04:00,1,67624.48238883397,2016402,0.03353720259592778
2019-07-29 00:00:00-04:00,2,73036.88617918074,2115896,0.03451818339804071
2019-07-29 00:00:00-04:00,3,95628.31380963004,2763460,0.03460455870887585
2019-08-05 00:00:00-04:00,0,52608.7378428032,1523534,0.034530727796559316
2019-08-05 00:00:00-04:00,1,66074.02703771801,2016402,0.03276828084762761
2019-08-05 00:00:00-04:00,2,72661.56977092875,2115896,0.0343408039766268
2019-08-05 00:00:00-04:00,3,94978.5855728667,2763460,0.03436944467184859
2019-08-12 00:00:00-04:00,0,53687.98377899477,1523534,0.03523911102672784
2019-08-12 00:00:00-04:00,1,66764.43035014128,2016402,0.03311067453322367
2019-08-12 00:00:00-04:00,2,74467.99383156732,2115896,0.03519454350855019
2019-08-12 00:00:00-04:00,3,96381.8421529155,2763460,0.034877234391999704
2019-08-19 00:00:00-04:00,0,54646.64675943282,1523534,0.03586834738143869
2019-08-19 00:00:00-04:00,1,66970.668022613,2016402,0.033212954570870784
2019-08-19 00:00:00-04:00,2,76035.49111379252,2115896,0.035935363134006824
2019-08-19 00:00:00-04:00,3,97454.81329309239,2763460,0.03526550530606283
2019-08-26 00:00:00-04:00,0,55123.848706030556,1523534,0.03618156779305913
2019-08-26 00:00:00-04:00,1,68529.39633494098,2016402,0.033985979152441316
2019-08-26 00:00:00-04:00,2,77051.30079176938,2115896,0.036415448014349185
2019-08-26 00:00:00-04:00,3,98568.22240252412,2763460,0.035668409313876125
2019-09-02 00:00:00-04:00,0,54767.50093135688,1523534,0.035947672274696134
2019-09-02 00:00:00-04:00,1,69004.93677292853,2016402,0.03422181527935825
2019-09-02 00:00:00-04:00,2,76923.56274784786,2115896,0.036355077351555964
2019-09-02 00:00:00-04:00,3,98604.89301247172,2763460,0.03568167913140473
2019-09-09 00:00:00-04:00,0,54741.33506548625,1523534,0.035930497819862406
2019-09-09 00:00:00-04:00,1,69942.88351201643,2016402,0.034686973883192154
2019-09-09 00:00:00-04:00,2,77050.23063490026,2115896,0.036414942244278665
2019-09-09 00:00:00-04:00,3,99542.56232923816,2763460,0.03602098902435287
2019-09-16 00:00:00-04:00,0,54693.00040376667,1523534,0.03589877246176761
2019-09-16 00:00:00-04:00,1,71043.86082452773,2016402,0.03523298470470061
2019-09-16 00:00:00-04:00,2,77589.88051631783,2115896,0.03666998780484383
2019-09-16 00:00:00-04:00,3,100041.50935328903,2763460,0.03620154058799079
2019-09-23 00:00:00-04:00,0,53594.316468383986,1523534,0.03517763073773476
2019-09-23 00:00:00-04:00,1,70589.38550274006,2016402,0.03500759546099441
2019-09-23 00:00:00-04:00,2,77126.08324389745,2115896,0.03645079117494311
2019-09-23 00:00:00-04:00,3,99384.0071229532,2763460,0.03596361341324036
2019-09-30 00:00:00-04:00,0,52796.889483659295,1523534,0.03465422464064425
2019-09-30 00:00:00-04:00,1,69962.92329396997,2016402,0.03469691226946313
2019-09-30 00:00:00-04:00,2,76432.70922953343,2115896,0.03612309358755507
2019-09-30 00:00:00-04:00,3,98711.90685998439,2763460,0.03572040371852113
2019-10-07 00:00:00-04:00,0,51389.02451604565,1523534,0.03373014617070945
2019-10-07 00:00:00-04:00,1,68256.0841144994,2016402,0.03385043464274455
2019-10-07 00:00:00-04:00,2,74900.95034315319,2115896,0.03539916439331291
2019-10-07 00:00:00-04:00,3,96954.58101427047,2763460,0.035084488653452726
2019-10-14 00:00:00-04:00,0,50236.87968906829,1523534,0.03297391439184704
2019-10-14 00:00:00-04:00,1,65646.65589311646,2016402,0.03255633345588651
2019-10-14 00:00:00-04:00,2,73245.29939463416,2115896,0.03461668219734531
2019-10-14 00:00:00-04:00,3,95114.93315740582,2763460,0.034418784117521445
2019-10-21 00:00:00-04:00,0,50189.73629807592,1523534,0.03294297094654659
2019-10-21 00:00:00-04:00,1,64715.35590485316,2016402,0.03209447119416325
2019-10-21 00:00:00-04:00,2,72679.36507356251,2115896,0.03434921426835842
2019-10-21 00:00:00-04:00,3,94284.05540979236,2763460,0.03411811837688707
2019-10-28 00:00:00-04:00,0,50238.55923604338,1523534,0.03297501679387751
2019-10-28 00:00:00-04:00,1,64151.96975131537,2016402,0.03181506949076393
2019-10-28 00:00:00-04:00,2,72467.05998366971,2115896,0.03424887611851892
2019-10-28 00:00:00-04:00,3,93189.16346452406,2763460,0.03372191508634974
2019-11-04 00:00:00-05:00,0,49558.379843433206,1523534,0.032528568344016746
2019-11-04 00:00:00-05:00,1,62657.07221037674,2016402,0.0310737006858636
2019-11-04 00:00:00-05:00,2,71965.18615909862,2115896,0.03401168401428928
2019-11-04 00:00:00-05:00,3,92755.31117960588,2763460,0.033564919043375295
2019-11-11 00:00:00-05:00,0,50028.929112397585,1523534,0.03283742214640276
2019-11-11 00:00:00-05:00,1,62919.50056483701,2016402,0.031203847528834535
2019-11-11 00:00:00-05:00,2,72192.84879254842,2115896,0.03411928033917944
2019-11-11 00:00:00-05:00,3,92854.3475069341,2763460,0.03360075684357078
2019-11-18 00:00:00-05:00,0,49893.41310432856,1523534,0.03274847368311345
2019-11-18 00:00:00-05:00,1,63358.51017472489,2016402,0.03142156681788894
2019-11-18 00:00:00-05:00,2,71722.56757967542,2115896,0.03389701931459553
2019-11-18 00:00:00-05:00,3,92998.04435358896,2763460,0.03365275573143413
2019-11-25 00:00:00-05:00,0,50312.401776754225,1523534,0.03302348472482676
2019-11-25 00:00:00-05:00,1,63955.71737230327,2016402,0.03171774148820685
2019-11-25 00:00:00-05:00,2,71920.81683631871,2115896,0.03399071449462483
2019-11-25 00:00:00-05:00,3,94854.46496776774,2763460,0.034324529744511494
2019-12-02 00:00:00-05:00,0,49551.25776646258,1523534,0.03252389363575909
2019-12-02 00:00:00-05:00,1,63354.221649226114,2016402,0.031419439997196055
2019-12-02 00:00:00-05:00,2,71603.53565977394,2115896,0.03384076327937382
2019-12-02 00:00:00-05:00,3,96369.22835266215,2763460,0.034872669896673786
2019-12-09 00:00:00-05:00,0,50739.14555941858,1523534,0.03330358597800809
2019-12-09 00:00:00-05:00,1,64211.96081238992,2016402,0.031844821028936654
2019-12-09 00:00:00-05:00,2,73251.7323938484,2115896,0.03461972251653597
2019-12-09 00:00:00-05:00,3,98164.45198037414,2763460,0.035522298850127795
2019-12-16 00:00:00-05:00,0,54963.9487761965,1523534,0.036076614487235925
2019-12-16 00:00:00-05:00,1,67438.72864685506,2016402,0.033445081212404595
2019-12-16 00:00:00-05:00,2,79629.06818819705,2115896,0.037633734450179514
2019-12-16 00:00:00-05:00,3,103105.5611005666,2763460,0.03731031428012947
2019-12-23 00:00:00-05:00,0,58899.107571677036,1523534,0.03865952947008537
2019-12-23 00:00:00-05:00,1,70552.12149896297,2016402,0.03498911501722522
2019-12-23 00:00:00-05:00,2,84884.85564678974,2115896,0.040117688037025326
2019-12-23 00:00:00-05:00,3,105931.65132492475,2763460,0.038332977978666145
2019-12-30 00:00:00-05:00,0,60822.44105447894,1523534,0.039921945328741555
2019-12-30 00:00:00-05:00,1,71158.41614442598,2016402,0.03528979645151412
2019-12-30 00:00:00-05:00,2,87822.38081707062,2115896,0.04150600068106874
2019-12-30 00:00:00-05:00,3,107855.54946419431,2763460,0.039029169759719436
2020-01-06 00:00:00-05:00,0,62751.078727940905,1523534,0.041187842692017966
2020-01-06 00:00:00-05:00,1,71233.7474540107,2016402,0.03532715572292167
2020-01-06 00:00:00-05:00,2,91113.69080943603,2115896,0.04306151663854746
2020-01-06 00:00:00-05:00,3,108573.8736058081,2763460,0.03928910626743578
2020-01-13 00:00:00-05:00,0,62718.29316717279,1523534,0.041166323276784635
2020-01-13 00:00:00-05:00,1,69390.93659382833,2016402,0.034413245272434924
2020-01-13 00:00:00-05:00,2,91480.63222866978,2115896,0.04323493793110332
2020-01-13 00:00:00-05:00,3,105847.51859623763,2763460,0.03830253327214348
2020-01-20 00:00:00-05:00,0,64571.935125489035,1523534,0.04238299580153054
2020-01-20 00:00:00-05:00,1,69347.33378572478,2016402,0.03439162120734098
2020-01-20 00:00:00-05:00,2,93389.89285177652,2115896,0.0441372793614509
2020-01-20 00:00:00-05:00,3,104321.95668397921,2763460,0.03775048550873876
2020-01-27 00:00:00-05:00,0,63681.253904778234,1523534,0.04179838054469296
2020-01-27 00:00:00-05:00,1,67351.37135648634,2016402,0.033401757862016775
2020-01-27 00:00:00-05:00,2,92819.9908650407,2115896,0.04386793626200943
2020-01-27 00:00:00-05:00,3,102712.03645426592,2763460,0.037167911406087266
2020-02-03 00:00:00-05:00,0,61951.2687977827,1523534,0.040662872504179555
2020-02-03 00:00:00-05:00,1,64603.12884662419,2016402,0.03203881410880578
2020-02-03 00:00:00-05:00,2,91822.60838798046,2115896,0.04339656031675492
2020-02-03 00:00:00-05:00,3,99164.01695546691,2763460,0.03588400662773006
2020-02-10 00:00:00-05:00,0,58748.883495384405,1523534,0.038560927091475745
2020-02-10 00:00:00-05:00,1,60388.947180192175,2016402,0.029948862964920775
2020-02-10 00:00:00-05:00,2,87588.41573589577,2115896,0.04139542573732158
2020-02-10 00:00:00-05:00,3,94260.50332172435,2763460,0.034109595695875586
2020-02-17 00:00:00-05:00,0,57998.52238159442,1523534,0.03806841355794778
2020-02-17 00:00:00-05:00,1,57247.289904698984,2016402,0.0283908119039254
2020-02-17 00:00:00-05:00,2,87130.87141849489,2115896,0.04117918433538081
2020-02-17 00:00:00-05:00,3,91970.68332410166,2763460,0.033280989529105416
2020-02-24 00:00:00-05:00,0,51282.0656070931,1523534,0.03365994169286219
2020-02-24 00:00:00-05:00,1,48731.04929381703,2016402,0.024167328386808302
2020-02-24 00:00:00-05:00,2,77144.63035659552,2115896,0.03645955678190021
2020-02-24 00:00:00-05:00,3,80828.63568471136,2763460,0.029249070254214415
2020-03-02 00:00:00-05:00,0,44839.13073780347,1523534,0.02943100103955899
2020-03-02 00:00:00-05:00,1,41063.09240179377,2016402,0.0203645366359455
2020-03-02 00:00:00-05:00,2,67419.2344880941,2115896,0.03186320806320069
2020-03-02 00:00:00-05:00,3,69470.15917799689,2763460,0.025138832904401325
2020-03-09 00:00:00-04:00,0,37837.60883008394,1523534,0.024835421349365318
2020-03-09 00:00:00-04:00,1,33500.35597309903,2016402,0.016613927169829745
2020-03-09 00:00:00-04:00,2,57237.25701289372,2115896,0.027051072932173285
2020-03-09 00:00:00-04:00,3,57416.992202606525,2763460,0.02077721125060849
2020-03-16 00:00:00-04:00,0,31737.140497508346,1523534,0.020831265004593497
2020-03-16 00:00:00-04:00,1,26472.88714730867,2016402,0.013128774494028803
2020-03-16 00:00:00-04:00,2,47940.095189321684,2115896,0.022657113199004906
2020-03-16 00:00:00-04:00,3,45704.67293632758,2763460,0.016538930520553066
2020-03-23 00:00:00-04:00,0,23460.601565491623,1523534,0.01539880407361544
2020-03-23 00:00:00-04:00,1,17813.329756004056,2016402,0.008834215476876165
2020-03-23 00:00:00-04:00,2,34287.71861054603,2115896,0.016204822264679373
2020-03-23 00:00:00-04:00,3,32979.00849204392,2763460,0.011933955437040494
2020-03-30 00:00:00-04:00,0,17570.10425599604,1523534,0.0115324661320299
2020-03-30 00:00:00-04:00,1,11568.622163606662,2016402,0.005737259814068159
2020-03-30 00:00:00-04:00,2,25153.358156991453,2115896,0.011887804578765428
2020-03-30 00:00:00-04:00,3,23373.26747808303,2763460,0.008457972063313031
2020-04-06 00:00:00-04:00,0,10452.48895948288,1523534,0.006860686377516274
2020-04-06 00:00:00-04:00,1,5406.634481454428,2016402,0.0026813276724851633
2020-04-06 00:00:00-04:00,2,13939.08846635313,2115896,0.006587794705577745
2020-04-06 00:00:00-04:00,3,12162.72727702102,2763460,0.004401267714032778
2020-04-13 00:00:00-04:00,0,9248.723809529156,1523534,0.00607057263541815
2020-04-13 00:00:00-04:00,1,4816.538412360455,2016402,0.0023886796444163687
2020-04-13 00:00:00-04:00,2,11980.743599507663,2115896,0.005662255422529114
2020-04-13 00:00:00-04:00,3,10469.126063861539,2763460,0.0037884123757396665
2020-04-20 00:00:00-04:00,0,9373.309989224103,1523534,0.006152347101688642
2020-04-20 00:00:00-04:00,1,5016.690152206335,2016402,0.0024879414681230902
2020-04-20 00:00:00-04:00,2,12041.388178228348,2115896,0.005690916840066029
2020-04-20 00:00:00-04:00,3,10884.956719371958,2763460,0.003938887018220621
2020-04-27 00:00:00-04:00,0,9780.056484376775,1523534,0.006419322761669102
2020-04-27 00:00:00-04:00,1,5417.292964511167,2016402,0.0026866135644138256
2020-04-27 00:00:00-04:00,2,12612.140641433693,2115896,0.005960661885760781
2020-04-27 00:00:00-04:00,3,11757.018214580336,2763460,0.00425445572383184
2020-05-04 00:00:00-04:00,0,10473.825288416707,1523534,0.0068746908755674034
2020-05-04 00:00:00-04:00,1,5934.352455914453,2016402,0.002943040354013958
2020-05-04 00:00:00-04:00,2,13782.3581101177,2115896,0.006513721898485417
2020-05-04 00:00:00-04:00,3,12936.335169297527,2763460,0.00468120948712756
2020-05-11 00:00:00-04:00,0,11231.063892214794,1523534,0.007371718578131368
2020-05-11 00:00:00-04:00,1,6584.259319934251,2016402,0.003265350520349738
2020-05-11 00:00:00-04:00,2,15084.323665218146,2115896,0.007129047772299841
2020-05-11 00:00:00-04:00,3,14206.139543042369,2763460,0.005140707498224098
2020-05-18 00:00:00-04:00,0,12325.244374407484,1523534,0.008089904376539994
2020-05-18 00:00:00-04:00,1,7442.104199878018,2016402,0.003690783980514807
2020-05-18 00:00:00-04:00,2,16797.23566459338,2115896,0.00793859228647976
2020-05-18 00:00:00-04:00,3,15941.582640904298,2763460,0.005768703958408769
2020-05-25 00:00:00-04:00,0,13328.434729910436,1523534,0.008748367105631009
2020-05-25 00:00:00-04:00,1,8251.399511875787,2016402,0.00409214011485596
2020-05-25 00:00:00-04:00,2,18578.439829809937,2115896,0.008780412567446575
2020-05-25 00:00:00-04:00,3,17747.311933187462,2763460,0.006422134546252691
2020-06-01 00:00:00-04:00,0,14756.05234325126,1523534,0.009685410593561589
2020-06-01 00:00:00-04:00,1,9353.801355163401,2016402,0.004638857407978865
2020-06-01 00:00:00-04:00,2,20692.597940369677,2115896,0.00977959121826861
2020-06-01 00:00:00-04:00,3,20066.230656586664,2763460,0.0072612705291868395
2020-06-08 00:00:00-04:00,0,15951.016672526735,1523534,0.010469747752611188
2020-06-08 00:00:00-04:00,1,10307.4852945352,2016402,0.005111820606473908
2020-06-08 00:00:00-04:00,2,22572.01464747603,2115896,0.010667828025326401
2020-06-08 00:00:00-04:00,3,22078.793414809774,2763460,0.007989546950131276
2020-06-15 00:00:00-04:00,0,16810.29522652944,1523534,0.011033751282563726
2020-06-15 00:00:00-04:00,1,11041.850940816594,2016402,0.005476016657797698
2020-06-15 00:00:00-04:00,2,23919.224146466335,2115896,0.011304536776129989
2020-06-15 00:00:00-04:00,3,23854.33377852786,2763460,0.008632053215363299
2020-06-22 00:00:00-04:00,0,18042.626936456792,1523534,0.011842615219914223
2020-06-22 00:00:00-04:00,1,12049.901699786295,2016402,0.005975942148334656
2020-06-22 00:00:00-04:00,2,25559.953554087067,2115896,0.01207996685758046
2020-06-22 00:00:00-04:00,3,25906.97235548517,2763460,0.009374831680388055
2020-06-29 00:00:00-04:00,0,19043.997919410063,1523534,0.012499883769846992
2020-06-29 00:00:00-04:00,1,12896.633897627598,2016402,0.006395864464341733
2020-06-29 00:00:00-04:00,2,27162.866628079424,2115896,0.012837524447363871
2020-06-29 00:00:00-04:00,3,27637.919436498636,2763460,0.01000120118854575
2020-07-06 00:00:00-04:00,0,19906.3685681812,1523534,0.013065916853960068
2020-07-06 00:00:00-04:00,1,13665.656935901688,2016402,0.006777248255011495
2020-07-06 00:00:00-04:00,2,28474.098277821246,2115896,0.013457229598156642
2020-07-06 00:00:00-04:00,3,28999.873000434807,2763460,0.010494044784594243
2020-07-13 00:00:00-04:00,0,20551.189612640035,1523534,0.013489157191529719
2020-07-13 00:00:00-04:00,1,14372.982019827197,2016402,0.007128034003054548
2020-07-13 00:00:00-04:00,2,29274.55130477776,2115896,0.013835534121137222
2020-07-13 00:00:00-04:00,3,30240.203077538317,2763460,0.01094287707350145
2020-07-20 00:00:00-04:00,0,20233.665314263828,1523534,0.013280744187043957
2020-07-20 00:00:00-04:00,1,14507.627655967584,2016402,0.007194809197753019
2020-07-20 00:00:00-04:00,2,28836.52485167822,2115896,0.013628517116001078
2020-07-20 00:00:00-04:00,3,30417.375361033028,2763460,0.011006989556944204
2020-07-27 00:00:00-04:00,0,20464.21375499249,1523534,0.013432068962683135
2020-07-27 00:00:00-04:00,1,15158.310036984256,2016402,0.007517503968446894
2020-07-27 00:00:00-04:00,2,29406.134314259154,2115896,0.01389772196471809
2020-07-27 00:00:00-04:00,3,31293.740240714098,2763460,0.011324115507629599
2020-08-03 00:00:00-04:00,0,20533.451796585217,1523534,0.013477514644625727
2020-08-03 00:00:00-04:00,1,15515.95988784303,2016402,0.007694874279951631
2020-08-03 00:00:00-04:00,2,29642.288570027904,2115896,0.01400933154088287
2020-08-03 00:00:00-04:00,3,31770.38387890558,2763460,0.011496596252127974
2020-08-10 00:00:00-04:00,0,20549.903942945646,1523534,0.013488313318209929
2020-08-10 00:00:00-04:00,1,16108.859826619064,2016402,0.00798891283911594
2020-08-10 00:00:00-04:00,2,29790.622608552825,2115896,0.014079436138899466
2020-08-10 00:00:00-04:00,3,32240.492129569342,2763460,0.011666712067324782
2020-08-17 00:00:00-04:00,0,20304.857127360043,1523534,0.013327472263408654
2020-08-17 00:00:00-04:00,1,16817.43549370295,2016402,0.008340318792434716
2020-08-17 00:00:00-04:00,2,29535.133542192536,2115896,0.013958688679496787
2020-08-17 00:00:00-04:00,3,32811.068390378045,2763460,0.011873183758902983
2020-08-24 00:00:00-04:00,0,19844.751048117345,1523534,0.013025473043671717
2020-08-24 00:00:00-04:00,1,17443.416480427088,2016402,0.00865076333014304
2020-08-24 00:00:00-04:00,2,29026.623456602098,2115896,0.013718360191900782
2020-08-24 00:00:00-04:00,3,33011.682992231195,2763460,0.011945779201519542
2020-08-31 00:00:00-04:00,0,19543.546414999008,1523534,0.012827771756323788
2020-08-31 00:00:00-04:00,1,17929.830577074168,2016402,0.00889199206163958
2020-08-31 00:00:00-04:00,2,28811.830337052186,2115896,0.013616846166849498
2020-08-31 00:00:00-04:00,3,33174.10371003519,2763460,0.01200455360672316
2020-09-07 00:00:00-04:00,0,19591.95440897665,1523534,0.012859545247415975
2020-09-07 00:00:00-04:00,1,18478.26064814928,2016402,0.009163976552368665
2020-09-07 00:00:00-04:00,2,29235.028278470243,2115896,0.0138168550242877
2020-09-07 00:00:00-04:00,3,33834.82054751621,2763460,0.012243644035924607
2020-09-14 00:00:00-04:00,0,19198.21154539065,1523534,0.012601104763917742
